#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_yeeha3;Yeeha3;;;;;;;;;;;;;x
b_yeeha3_adj;Yeeha3ian;;;;;;;;;;;;;x
b_zebraway1;Zebraway1;;;;;;;;;;;;;x
b_zebraway1_adj;Zebraway1ian;;;;;;;;;;;;;x
b_zebraway2;Zebraway2;;;;;;;;;;;;;x
b_zebraway2_adj;Zebraway2ian;;;;;;;;;;;;;x
b_zebraway3;Zebraway3;;;;;;;;;;;;;x
b_zebraway3_adj;Zebraway3ian;;;;;;;;;;;;;x
b_maneamba1;Maneamba1;;;;;;;;;;;;;x
b_maneamba1_adj;Maneamba1ian;;;;;;;;;;;;;x
b_maneamba2;Maneamba2;;;;;;;;;;;;;x
b_maneamba2_adj;Maneamba2ian;;;;;;;;;;;;;x
b_maneamba3;Maneamba3;;;;;;;;;;;;;x
b_maneamba3_adj;Maneamba3ian;;;;;;;;;;;;;x
b_bridle_dar1;Bridle Dar1;;;;;;;;;;;;;x
b_bridle_dar1_adj;Bridle Dar1ian;;;;;;;;;;;;;x
b_bridle_dar2;Bridle Dar2;;;;;;;;;;;;;x
b_bridle_dar2_adj;Bridle Dar2ian;;;;;;;;;;;;;x
b_bridle_dar3;Bridle Dar3;;;;;;;;;;;;;x
b_bridle_dar3_adj;Bridle Dar3ian;;;;;;;;;;;;;x
b_agister1;Agister1;;;;;;;;;;;;;x
b_agister1_adj;Agister1ian;;;;;;;;;;;;;x
b_agister2;Agister2;;;;;;;;;;;;;x
b_agister2_adj;Agister2ian;;;;;;;;;;;;;x
b_agister3;Agister3;;;;;;;;;;;;;x
b_agister3_adj;Agister3ian;;;;;;;;;;;;;x
b_broncall1;Broncall1;;;;;;;;;;;;;x
b_broncall1_adj;Broncall1ian;;;;;;;;;;;;;x
b_broncall2;Broncall2;;;;;;;;;;;;;x
b_broncall2_adj;Broncall2ian;;;;;;;;;;;;;x
b_broncall;Broncall;;;;;;;;;;;;;x
b_broncall_adj;Broncallian;;;;;;;;;;;;;x
b_tippoint1;Tippoint1;;;;;;;;;;;;;x
b_tippoint1_adj;Tippoint1ian;;;;;;;;;;;;;x
b_tippoint2;Tippoint2;;;;;;;;;;;;;x
b_tippoint2_adj;Tippoint2ian;;;;;;;;;;;;;x
b_tippoint3;Tippoint3;;;;;;;;;;;;;x
b_tippoint3_adj;Tippoint3ian;;;;;;;;;;;;;x
b_ring_sour1;Ring Sour1;;;;;;;;;;;;;x
b_ring_sour1_adj;Ring Sour1ian;;;;;;;;;;;;;x
b_ring_sour2;Ring Sour2;;;;;;;;;;;;;x
b_ring_sour2_adj;Ring Sour2ian;;;;;;;;;;;;;x
b_ring_sour3;Ring Sour3;;;;;;;;;;;;;x
b_ring_sour3_adj;Ring Sour3ian;;;;;;;;;;;;;x
b_quirtar1;Quirtar1;;;;;;;;;;;;;x
b_quirtar1_adj;Quirtar1ian;;;;;;;;;;;;;x
b_quirtar2;Quirtar2;;;;;;;;;;;;;x
b_quirtar2_adj;Quirtar2ian;;;;;;;;;;;;;x
b_quirtar3;Quirtar3;;;;;;;;;;;;;x
b_quirtar3_adj;Quirtar3ian;;;;;;;;;;;;;x
b_nagallop1;Nagallop1;;;;;;;;;;;;;x
b_nagallop1_adj;Nagallop1ian;;;;;;;;;;;;;x
b_nagallop2;Nagallop2;;;;;;;;;;;;;x
b_nagallop2_adj;Nagallop2ian;;;;;;;;;;;;;x
b_nagallop3;Nagallop3;;;;;;;;;;;;;x
b_nagallop3_adj;Nagallop3ian;;;;;;;;;;;;;x
b_zebroidar;Zebroidar;;;;;;;;;;;;;x
b_zebroidar_adj;Zebroidarian;;;;;;;;;;;;;x
b_zebakar;Zebakar;;;;;;;;;;;;;x
b_zebakar_adj;Zebakarian;;;;;;;;;;;;;x
b_herder;Herder;;;;;;;;;;;;;x
b_herder_adj;Herderian;;;;;;;;;;;;;x
b_turmule;Turmule;;;;;;;;;;;;;x
b_turmule_adj;Turmulian;;;;;;;;;;;;;x
b_sohorse;Sohorse;;;;;;;;;;;;;x
b_sohorse_adj;Sohorsian;;;;;;;;;;;;;x
b_manechew;Manechew;;;;;;;;;;;;;x
b_manechew_adj;Manechewian;;;;;;;;;;;;;x
b_latigo_gallop;Latigo Gallop;;;;;;;;;;;;;x
b_latigo_gallop_adj;Latigo Gallopian;;;;;;;;;;;;;x
b_mareda;Mareda;;;;;;;;;;;;;x
b_mareda_adj;Maredian;;;;;;;;;;;;;x
b_zebroitan;Zebroitan;;;;;;;;;;;;;x
b_zebroitan_adj;Zebroitanian;;;;;;;;;;;;;x
b_haltra;Haltra;;;;;;;;;;;;;x
b_haltra_adj;Haltrian;;;;;;;;;;;;;x
b_hockoro;Hockoro;;;;;;;;;;;;;x
b_hockoro_adj;Hockorian;;;;;;;;;;;;;x
b_kanoknacker;Kanoknacker;;;;;;;;;;;;;x
b_kanoknacker_adj;Kanoknackerian;;;;;;;;;;;;;x
b_tamare;Tamare;;;;;;;;;;;;;x
b_tamare_adj;Tamarian;;;;;;;;;;;;;x
b_sunzebra;Sunzebra;;;;;;;;;;;;;x
b_sunzebra_adj;Sunzebrian;;;;;;;;;;;;;x
b_barnago;Barnago;;;;;;;;;;;;;x
b_barnago_adj;Barnagian;;;;;;;;;;;;;x
b_manecara;Manecara;;;;;;;;;;;;;x
b_manecara_adj;Manecarian;;;;;;;;;;;;;x
b_kolto;Kolto;;;;;;;;;;;;;x
b_kolto_adj;Koltian;;;;;;;;;;;;;x
b_ramzarba;Ramzarba;;;;;;;;;;;;;x
b_ramzarba_adj;Ramzarbian;;;;;;;;;;;;;x
b_baybaba;Baybaba;;;;;;;;;;;;;x
b_baybaba_adj;Baybabian;;;;;;;;;;;;;x
b_pellagallop;Pellagallop;;;;;;;;;;;;;x
b_pellagallop_adj;Pellagallopian;;;;;;;;;;;;;x
b_gaitao;Gaitao;;;;;;;;;;;;;x
b_gaitao_adj;Gaitian;;;;;;;;;;;;;x
b_al_zebara;Al Zebara;;;;;;;;;;;;;x
b_al_zebara_adj;Al Zebarian;;;;;;;;;;;;;x
b_timbucktu;Timbucktu;;;;;;;;;;;;;x
b_timbucktu_adj;Timbucktian;;;;;;;;;;;;;x
b_coltiala;Coltiala;;;;;;;;;;;;;x
b_coltiala_adj;Coltialian;;;;;;;;;;;;;x
b_kumaresi;Kumaresi;;;;;;;;;;;;;x
b_kumaresi_adj;Kumaresian;;;;;;;;;;;;;x
b_grassased;Grassased;;;;;;;;;;;;;x
b_grassased_adj;Grassasedian;;;;;;;;;;;;;x
b_firegrass;Firegrass;;;;;;;;;;;;;x
b_firegrass_adj;Firegrassian;;;;;;;;;;;;;x
b_barnah;Barnah;;;;;;;;;;;;;x
b_barnah_adj;Barnahian;;;;;;;;;;;;;x
b_nyighsighuba;Nyighsighuba;;;;;;;;;;;;;x
b_nyighsighuba_adj;Nyighsighubian;;;;;;;;;;;;;x
b_fillyzan;Fillyzan;;;;;;;;;;;;;x
b_fillyzan_adj;Fillyzanian;;;;;;;;;;;;;x
b_nyasihatua;Nyasihatua;;;;;;;;;;;;;x
b_nyasihatua_adj;Nyasihatian;;;;;;;;;;;;;x
b_nyighsimlima;Nyighsimlima;;;;;;;;;;;;;x
b_nyighsimlima_adj;Nyighsimlimian;;;;;;;;;;;;;x
b_mareghreb;Mareghreb;;;;;;;;;;;;;x
b_mareghreb_adj;Mareghrebian;;;;;;;;;;;;;x
b_mareya;Mareya;;;;;;;;;;;;;x
b_mareya_adj;Mareyian;;;;;;;;;;;;;x
b_al_ferrier;Al Ferrier;;;;;;;;;;;;;x
b_al_ferrier_adj;Al Ferrierian;;;;;;;;;;;;;x
b_shyerstan;Shyerstan;;;;;;;;;;;;;x
b_shyerstan_adj;Shyerstanian;;;;;;;;;;;;;x
b_cabo;Cabo;;;;;;;;;;;;;x
b_cabo_adj;Cabian;;;;;;;;;;;;;x
b_tobronc;Tobronc;;;;;;;;;;;;;x
b_tobronc_adj;Tobroncian;;;;;;;;;;;;;x
b_crimson_waste;Crimson Waste;;;;;;;;;;;;;x
b_crimson_waste_adj;Crimson Wastian;;;;;;;;;;;;;x
b_saddleban;Saddleban;;;;;;;;;;;;;x
b_saddleban_adj;Saddlebanian;;;;;;;;;;;;;x
b_scarlet_dunes;Scarlet Dunes;;;;;;;;;;;;;x
b_scarlet_dunes_adj;Scarlet Dunesian;;;;;;;;;;;;;x
b_sireha;Sireha;;;;;;;;;;;;;x
b_sireha_adj;Sirehian;;;;;;;;;;;;;x
b_damsiretta;Damsiretta;;;;;;;;;;;;;x
b_damsiretta_adj;Damsirettian;;;;;;;;;;;;;x
b_al_stable;Al Stable;;;;;;;;;;;;;x
b_al_stable_adj;Al Stablian;;;;;;;;;;;;;x
b_maresteganem;Maresteganem;;;;;;;;;;;;;x
b_maresteganem_adj;Maresteganemian;;;;;;;;;;;;;x
b_tackna;Tackna;;;;;;;;;;;;;x
b_tackna_adj;Tacknian;;;;;;;;;;;;;x
b_pundaanyighumbani;Pundaanyighumbani;;;;;;;;;;;;;x
b_pundaanyighumbani_adj;Pundaanyighumbanian;;;;;;;;;;;;;x
b_numnah;Numnah;;;;;;;;;;;;;x
b_numnah_adj;Numnahian;;;;;;;;;;;;;x
b_beni_stock;Beni Stock;;;;;;;;;;;;;x
b_beni_stock_adj;Beni Stockian;;;;;;;;;;;;;x
b_manejaia;Manejaia;;;;;;;;;;;;;x
b_manejaia_adj;Manejian;;;;;;;;;;;;;x
b_el_paced;El Paced;;;;;;;;;;;;;x
b_el_paced_adj;El Pacedian;;;;;;;;;;;;;x
b_stirrupe;Stirrupe;;;;;;;;;;;;;x
b_stirrupe_adj;Stirrupian;;;;;;;;;;;;;x
b_girthaia;Girthaia;;;;;;;;;;;;;x
b_girthaia_adj;Girthian;;;;;;;;;;;;;x
b_tailbessa;Tailbessa;;;;;;;;;;;;;x
b_tailbessa_adj;Tailbessian;;;;;;;;;;;;;x
b_darkpool;Darkpool;;;;;;;;;;;;;x
b_darkpool_adj;Darkpoolian;;;;;;;;;;;;;x
b_el_barnadh;El Barnadh;;;;;;;;;;;;;x
b_el_barnadh_adj;El Barnadhian;;;;;;;;;;;;;x
b_zabylia;Zabylia;;;;;;;;;;;;;x
b_zabylia_adj;Zabylian;;;;;;;;;;;;;x
b_el_tailif;El Tailif;;;;;;;;;;;;;x
b_el_tailif_adj;El Tailifian;;;;;;;;;;;;;x
b_maredea;Maredea;;;;;;;;;;;;;x
b_maredea_adj;Maredian;;;;;;;;;;;;;x
b_marshend;Marshend;;;;;;;;;;;;;x
b_marshend_adj;Marshendian;;;;;;;;;;;;;x
b_hayside;Hayside;;;;;;;;;;;;;x
b_hayside_adj;Haysidian;;;;;;;;;;;;;x
b_frogsgrove;Frogsgrove;;;;;;;;;;;;;x
b_frogsgrove_adj;Frogsgrovian;;;;;;;;;;;;;x
b_blackwater;Blackwater;;;;;;;;;;;;;x
b_blackwater_adj;Blackwaterian;;;;;;;;;;;;;x
b_hydraspond;Hydraspond;;;;;;;;;;;;;x
b_hydraspond_adj;Hydraspondian;;;;;;;;;;;;;x
b_haygrove;Haygrove;;;;;;;;;;;;;x
b_haygrove_adj;Haygrovian;;;;;;;;;;;;;x
b_frogsand;Frogsand;;;;;;;;;;;;;x
b_frogsand_adj;Frogsandian;;;;;;;;;;;;;x
b_greenwater;Greenwater;;;;;;;;;;;;;x
b_greenwater_adj;Greenwaterian;;;;;;;;;;;;;x
b_markamear;Markamear;;;;;;;;;;;;;x
b_markamear_adj;Markamearian;;;;;;;;;;;;;x
b_swamptwon;Swamptwon;;;;;;;;;;;;;x
b_swamptwon_adj;Swamptwonian;;;;;;;;;;;;;x
b_gators_rest;Gators Rest;;;;;;;;;;;;;x
b_gators_rest_adj;Gators Restian;;;;;;;;;;;;;x
b_hayseed;Hayseed;;;;;;;;;;;;;x
b_hayseed_adj;Hayseedian;;;;;;;;;;;;;x
b_fythmarsh;Fythmarsh;;;;;;;;;;;;;x
b_fythmarsh_adj;Fythmarshian;;;;;;;;;;;;;x
b_rockmarsh;Rockmarsh;;;;;;;;;;;;;x
b_rockmarsh_adj;Rockmarshian;;;;;;;;;;;;;x
b_applemud;Applemud;;;;;;;;;;;;;x
b_applemud_adj;Applemudian;;;;;;;;;;;;;x
b_greenroot;Greenroot;;;;;;;;;;;;;x
b_greenroot_adj;Greenrootian;;;;;;;;;;;;;x
b_mangostone;Mangostone;;;;;;;;;;;;;x
b_mangostone_adj;Mangostonian;;;;;;;;;;;;;x
b_gators_creek;Gators Creek;;;;;;;;;;;;;x
b_gators_creek_adj;Gators Creekian;;;;;;;;;;;;;x
b_great_marsh;Great Marsh;;;;;;;;;;;;;x
b_great_marsh_adj;Great Marshian;;;;;;;;;;;;;x
b_stillwater;Stillwater;;;;;;;;;;;;;x
b_stillwater_adj;Stillwaterian;;;;;;;;;;;;;x
b_frogstone;Frogstone;;;;;;;;;;;;;x
b_frogstone_adj;Frogstonian;;;;;;;;;;;;;x
b_smokey_marsh;Smokey Marsh;;;;;;;;;;;;;x
b_smokey_marsh_adj;Smokey Marshian;;;;;;;;;;;;;x
b_moskato;Moskato;;;;;;;;;;;;;x
b_moskato_adj;Moskatian;;;;;;;;;;;;;x
b_firespout;Firespout;;;;;;;;;;;;;x
b_firespout_adj;Firespoutian;;;;;;;;;;;;;x
b_trottpa;Trottpa;;;;;;;;;;;;;x
b_trottpa_adj;Trottpian;;;;;;;;;;;;;x
b_north_marsh;North Marsh;;;;;;;;;;;;;x
b_north_marsh_adj;North Marshian;;;;;;;;;;;;;x
b_raggrich;Raggrich;;;;;;;;;;;;;x
b_raggrich_adj;Raggrichian;;;;;;;;;;;;;x
b_keyside;Keyside;;;;;;;;;;;;;x
b_keyside_adj;Keysidian;;;;;;;;;;;;;x
b_north_point;North Point;;;;;;;;;;;;;x
b_north_point_adj;North Pointian;;;;;;;;;;;;;x
b_coltoba;Coltoba;;;;;;;;;;;;;x
b_coltoba_adj;Coltobian;;;;;;;;;;;;;x
b_almanebra;Almanebra;;;;;;;;;;;;;x
b_almanebra_adj;Almanebrian;;;;;;;;;;;;;x
b_marezquita;Marezquita;;;;;;;;;;;;;x
b_marezquita_adj;Marezquitian;;;;;;;;;;;;;x
b_al-maneia;Al-Maneia;;;;;;;;;;;;;x
b_al-maneia_adj;Al-Manian;;;;;;;;;;;;;x
b_yemare;Yemare;;;;;;;;;;;;;x
b_yemare_adj;Yemarian;;;;;;;;;;;;;x
b_wadi_pony;Wadi Pony;;;;;;;;;;;;;x
b_wadi_pony_adj;Wadi Ponyian;;;;;;;;;;;;;x
b_coltrado;Coltrado;;;;;;;;;;;;;x
b_coltrado_adj;Coltradian;;;;;;;;;;;;;x
b_ponytemple;PonyTemple;;;;;;;;;;;;;x
b_ponytemple_adj;PonyTemplian;;;;;;;;;;;;;x
b_manelaga;Manelaga;;;;;;;;;;;;;x
b_manelaga_adj;Manelagian;;;;;;;;;;;;;x
b_marebella;Marebella;;;;;;;;;;;;;x
b_marebella_adj;Marebellian;;;;;;;;;;;;;x
b_antecrin;Antecrin;;;;;;;;;;;;;x
b_antecrin_adj;Antecrinian;;;;;;;;;;;;;x
b_almaria;Almaria;;;;;;;;;;;;;x
b_almaria_adj;Almarian;;;;;;;;;;;;;x
b_coltdiz;Coltdiz;;;;;;;;;;;;;x
b_coltdiz_adj;Coltdizian;;;;;;;;;;;;;x
b_murasaddala;Murasaddala;;;;;;;;;;;;;x
b_murasaddala_adj;Murasaddalian;;;;;;;;;;;;;x
b_coltellon;Coltellon;;;;;;;;;;;;;x
b_coltellon_adj;Coltellonian;;;;;;;;;;;;;x
b_al-manecha;Al-Manecha;;;;;;;;;;;;;x
b_al-manecha_adj;Al-Manechian;;;;;;;;;;;;;x
b_coltrava;Coltrava;;;;;;;;;;;;;x
b_coltrava_adj;Coltravian;;;;;;;;;;;;;x
b_trottubah;Trottubah;;;;;;;;;;;;;x
b_trottubah_adj;Trottubahian;;;;;;;;;;;;;x
b_neighbela;Neighbela;;;;;;;;;;;;;x
b_neighbela_adj;Neighbelian;;;;;;;;;;;;;x
b_buckeres;Buckeres;;;;;;;;;;;;;x
b_buckeres_adj;Buckeresian;;;;;;;;;;;;;x
b_algecantras;Algecantras;;;;;;;;;;;;;x
b_algecantras_adj;Algecantrasian;;;;;;;;;;;;;x
b_rivervale;Rivervale;;;;;;;;;;;;;x
b_rivervale_adj;Rivervalian;;;;;;;;;;;;;x
b_stampers_pass;Stampers Pass;;;;;;;;;;;;;x
b_stampers_pass_adj;Stampers Passian;;;;;;;;;;;;;x
b_redcrest;Redcrest;;;;;;;;;;;;;x
b_redcrest_adj;Redcrestian;;;;;;;;;;;;;x
b_brokensand;Brokensand;;;;;;;;;;;;;x
b_brokensand_adj;Brokensandian;;;;;;;;;;;;;x
b_planesend;Planesend;;;;;;;;;;;;;x
b_planesend_adj;Planesendian;;;;;;;;;;;;;x
b_crackedsand;Crackedsand;;;;;;;;;;;;;x
b_crackedsand_adj;Crackedsandian;;;;;;;;;;;;;x
b_redsand;Redsand;;;;;;;;;;;;;x
b_redsand_adj;Redsandian;;;;;;;;;;;;;x
b_boneplane;Boneplane;;;;;;;;;;;;;x
b_boneplane_adj;Boneplanian;;;;;;;;;;;;;x
b_deadhooves;Deadhooves;;;;;;;;;;;;;x
b_deadhooves_adj;Deadhoovesian;;;;;;;;;;;;;x
b_stamping_mesa;Stamping Mesa;;;;;;;;;;;;;x
b_stamping_mesa_adj;Stamping Mesian;;;;;;;;;;;;;x
b_bloodslopes;Bloodslopes;;;;;;;;;;;;;x
b_bloodslopes_adj;Bloodslopesian;;;;;;;;;;;;;x
b_firesand;Firesand;;;;;;;;;;;;;x
b_firesand_adj;Firesandian;;;;;;;;;;;;;x
b_scarlet_slopes;Scarlet Slopes;;;;;;;;;;;;;x
b_scarlet_slopes_adj;Scarlet Slopesian;;;;;;;;;;;;;x
b_iron_hills;Iron Hills;;;;;;;;;;;;;x
b_iron_hills_adj;Iron Hillsian;;;;;;;;;;;;;x
b_deadhorse_way;Deadhorse Way;;;;;;;;;;;;;x
b_deadhorse_way_adj;Deadhorse Wayian;;;;;;;;;;;;;x
b_tazapan1;Tazapan1;;;;;;;;;;;;;x
b_tazapan1_adj;Tazapan1ian;;;;;;;;;;;;;x
b_tazapan2;Tazapan2;;;;;;;;;;;;;x
b_tazapan2_adj;Tazapan2ian;;;;;;;;;;;;;x
b_tazapan3;Tazapan3;;;;;;;;;;;;;x
b_tazapan3_adj;Tazapan3ian;;;;;;;;;;;;;x
b_tazapan4;Tazapan4;;;;;;;;;;;;;x
b_tazapan4_adj;Tazapan4ian;;;;;;;;;;;;;x
b_tazapan5;Tazapan5;;;;;;;;;;;;;x
b_tazapan5_adj;Tazapan5ian;;;;;;;;;;;;;x
b_tazapan6;Tazapan6;;;;;;;;;;;;;x
b_tazapan6_adj;Tazapan6ian;;;;;;;;;;;;;x
b_tazapan7;Tazapan7;;;;;;;;;;;;;x
b_tazapan7_adj;Tazapan7ian;;;;;;;;;;;;;x
b_tazapan8;Tazapan8;;;;;;;;;;;;;x
b_tazapan8_adj;Tazapan8ian;;;;;;;;;;;;;x
b_tazapan9;Tazapan9;;;;;;;;;;;;;x
b_tazapan9_adj;Tazapan9ian;;;;;;;;;;;;;x
b_tazapan10;Tazapan10;;;;;;;;;;;;;x
b_tazapan10_adj;Tazapan10ian;;;;;;;;;;;;;x
b_tazapan11;Tazapan11;;;;;;;;;;;;;x
b_tazapan11_adj;Tazapan11ian;;;;;;;;;;;;;x
b_tazapan12;Tazapan12;;;;;;;;;;;;;x
b_tazapan12_adj;Tazapan12ian;;;;;;;;;;;;;x
b_tazapan13;Tazapan13;;;;;;;;;;;;;x
b_tazapan13_adj;Tazapan13ian;;;;;;;;;;;;;x
b_tazapan14;Tazapan14;;;;;;;;;;;;;x
b_tazapan14_adj;Tazapan14ian;;;;;;;;;;;;;x
b_halmanox_palace;Halmanox Palace;;;;;;;;;;;;;x
b_halmanox_palace_adj;Halmanox Palacian;;;;;;;;;;;;;x
b_mecxicoltto;Mecxicoltto;;;;;;;;;;;;;x
b_mecxicoltto_adj;Mecxicolttian;;;;;;;;;;;;;x
b_shepatekata_steps;Shepatekata Steps;;;;;;;;;;;;;x
b_shepatekata_steps_adj;Shepatekata Stepsian;;;;;;;;;;;;;x
b_tazapan16;Tazapan16;;;;;;;;;;;;;x
b_tazapan16_adj;Tazapan16ian;;;;;;;;;;;;;x
b_tazapan17;Tazapan17;;;;;;;;;;;;;x
b_tazapan17_adj;Tazapan17ian;;;;;;;;;;;;;x
b_tenocoltlan;Tenocoltlan;;;;;;;;;;;;;x
b_tenocoltlan_adj;Tenocoltlanian;;;;;;;;;;;;;x
b_tazapan19;Tazapan19;;;;;;;;;;;;;x
b_tazapan19_adj;Tazapan19ian;;;;;;;;;;;;;x
b_sunora;Sunora;;;;;;;;;;;;;x
b_sunora_adj;Sunorian;;;;;;;;;;;;;x
b_tazapan21;Tazapan21;;;;;;;;;;;;;x
b_tazapan21_adj;Tazapan21ian;;;;;;;;;;;;;x
b_tazapan22;Tazapan22;;;;;;;;;;;;;x
b_tazapan22_adj;Tazapan22ian;;;;;;;;;;;;;x
b_andes;Andes;;;;;;;;;;;;;x
b_andes_adj;Andesian;;;;;;;;;;;;;x
b_tazapan24;Tazapan24;;;;;;;;;;;;;x
b_tazapan24_adj;Tazapan24ian;;;;;;;;;;;;;x
b_tazapan25;Tazapan25;;;;;;;;;;;;;x
b_tazapan25_adj;Tazapan25ian;;;;;;;;;;;;;x
b_tazapan26;Tazapan26;;;;;;;;;;;;;x
b_tazapan26_adj;Tazapan26ian;;;;;;;;;;;;;x
b_tazapan27;Tazapan27;;;;;;;;;;;;;x
b_tazapan27_adj;Tazapan27ian;;;;;;;;;;;;;x
b_amber_ridge;Amber Ridge;;;;;;;;;;;;;x
b_amber_ridge_adj;Amber Ridgian;;;;;;;;;;;;;x
b_locustess;Locustess;;;;;;;;;;;;;x
b_locustess_adj;Locustessian;;;;;;;;;;;;;x
b_cornwall;Cornwall;;;;;;;;;;;;;x
b_cornwall_adj;Cornwallian;;;;;;;;;;;;;x
b_painted_plain;Painted Plain;;;;;;;;;;;;;x
b_painted_plain_adj;Painted Plainian;;;;;;;;;;;;;x
b_thundergrad;Thundergrad;;;;;;;;;;;;;x
b_thundergrad_adj;Thundergradian;;;;;;;;;;;;;x
b_piele;Piele;;;;;;;;;;;;;x
b_piele_adj;Pielian;;;;;;;;;;;;;x
b_chinacabinet;Chinacabinet;;;;;;;;;;;;;x
b_chinacabinet_adj;Chinacabinetian;;;;;;;;;;;;;x
b_lombucky;Lombucky;;;;;;;;;;;;;x
b_lombucky_adj;Lombuckyian;;;;;;;;;;;;;x
b_golden_grass;Golden Grass;;;;;;;;;;;;;x
b_golden_grass_adj;Golden Grassian;;;;;;;;;;;;;x
b_stomponine;Stomponine;;;;;;;;;;;;;x
b_stomponine_adj;Stomponinian;;;;;;;;;;;;;x
b_planeland;Planeland;;;;;;;;;;;;;x
b_planeland_adj;Planelandian;;;;;;;;;;;;;x
b_greeningtrees;Greeningtrees;;;;;;;;;;;;;x
b_greeningtrees_adj;Greeningtreesian;;;;;;;;;;;;;x
b_appleloosa;Appleloosa;;;;;;;;;;;;;x
b_appleloosa_adj;Appleloosian;;;;;;;;;;;;;x
b_thundergounds;Thundergounds;;;;;;;;;;;;;x
b_thundergounds_adj;Thundergoundsian;;;;;;;;;;;;;x
b_greatstamp;Greatstamp;;;;;;;;;;;;;x
b_greatstamp_adj;Greatstampian;;;;;;;;;;;;;x
b_gallopgrass;Gallopgrass;;;;;;;;;;;;;x
b_gallopgrass_adj;Gallopgrassian;;;;;;;;;;;;;x
b_eastplane;Eastplane;;;;;;;;;;;;;x
b_eastplane_adj;Eastplanian;;;;;;;;;;;;;x
b_sandgrass;Sandgrass;;;;;;;;;;;;;x
b_sandgrass_adj;Sandgrassian;;;;;;;;;;;;;x
b_buffalan;Buffalan;;;;;;;;;;;;;x
b_buffalan_adj;Buffalanian;;;;;;;;;;;;;x
b_las_pegasus;Las Pegasus;;;;;;;;;;;;;x
b_las_pegasus_adj;Las Pegasusian;;;;;;;;;;;;;x
b_ibex_hills;Ibex Hills;;;;;;;;;;;;;x
b_ibex_hills_adj;Ibex Hillsian;;;;;;;;;;;;;x
b_applewood;Applewood;;;;;;;;;;;;;x
b_applewood_adj;Applewoodian;;;;;;;;;;;;;x
b_hooftenai;Hooftenai;;;;;;;;;;;;;x
b_hooftenai_adj;Hooftenian;;;;;;;;;;;;;x
b_hoofo;Hoofo;;;;;;;;;;;;;x
b_hoofo_adj;Hoofian;;;;;;;;;;;;;x
b_applehoe;Applehoe;;;;;;;;;;;;;x
b_applehoe_adj;Applehian;;;;;;;;;;;;;x
b_sauk;Sauk;;;;;;;;;;;;;x
b_sauk_adj;Saukian;;;;;;;;;;;;;x
b_mashbucket;Mashbucket;;;;;;;;;;;;;x
b_mashbucket_adj;Mashbucketian;;;;;;;;;;;;;x
b_saltnee;Saltnee;;;;;;;;;;;;;x
b_saltnee_adj;Saltnian;;;;;;;;;;;;;x
b_stampedium;Stampedium;;;;;;;;;;;;;x
b_stampedium_adj;Stampediumian;;;;;;;;;;;;;x
b_manemee;Manemee;;;;;;;;;;;;;x
b_manemee_adj;Manemian;;;;;;;;;;;;;x
b_berry_creek;Berry Creek;;;;;;;;;;;;;x
b_berry_creek_adj;Berry Creekian;;;;;;;;;;;;;x
b_kickapoo;Kickapoo;;;;;;;;;;;;;x
b_kickapoo_adj;Kickapian;;;;;;;;;;;;;x
b_tepakanan;Tepakanan;;;;;;;;;;;;;x
