#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_amber;Amber;Amber;Amber;;Amber;;;;;;;;;x
c_amber_adj;Amberian;;amberer;;;;;;;;;;;x
c_amber_ridge;Amber Ridge;Amber Ridge;Amber Ridge;;Amber Ridge;;;;;;;;;x
c_amber_ridge_adj;Amber Ridgean;;Amber Ridger;;;;;;;;;;;x
c_amberstead;Amberstead;Amberstead;Amberstead;;Amberstead;;;;;;;;;x
c_amberstead_adj;Ambersteadian;;ambersteader;;;;;;;;;;;x
c_amble;Amble;Amble;Amble;;Amble;;;;;;;;;x
c_amble_adj;Amblean;;ambler;;;;;;;;;;;x
c_amethysia;Amethysia;Amethysia;Amethysia;;Amethysia;;;;;;;;;x
c_amethysia_adj;Amethysian;;amethyser;;;;;;;;;;;x
c_andes;Andes;Andes;Andes;;Andes;;;;;;;;;x
c_andes_adj;Andesian;;andeser;;;;;;;;;;;x
c_angoulemane;Angoulemane;Angoulemane;Angoulemane;;Angoulemane;;;;;;;;;x
c_angoulemane_adj;Angoulemanean;;angoulemaner;;;;;;;;;;;x
c_antlerdon;Antlerdon;Antlerdon;Antlerdon;;Antlerdon;;;;;;;;;x
c_antlerdon_adj;Antlerdonian;;antlerdoner;;;;;;;;;;;x
c_antlerford;Antlerford;Antlerford;Antlerford;;Antlerford;;;;;;;;;x
c_antlerford_adj;Antlerfordian;;antlerforder;;;;;;;;;;;x
c_appleche;Appleche;Appleche;Appleche;;Appleche;;;;;;;;;x
c_appleche_adj;Applechean;;applecher;;;;;;;;;;;x
c_applehoe;Applehoe;Applehoe;Applehoe;;Applehoe;;;;;;;;;x
c_applehoe_adj;Applehoean;;appleher;;;;;;;;;;;x
c_appleloosa;Appleloosa;Appleloosa;Appleloosa;;Appleloosa;;;;;;;;;x
c_appleloosa_adj;Appleloosan;;applelooser;;;;;;;;;;;x
c_applemud;Applemud;Applemud;Applemud;;Applemud;;;;;;;;;x
c_applemud_adj;Applemudian;;applemuder;;;;;;;;;;;x
c_appleshire;Appleshire;Appleshire;Appleshire;;Appleshire;;;;;;;;;x
c_appleshire_adj;Appleshirean;;appleshirer;;;;;;;;;;;x
c_applestan;Applestan;Applestan;Applestan;;Applestan;;;;;;;;;x
c_applestan_adj;Applestanian;;applestaner;;;;;;;;;;;x
c_appletide;Appletide;Appletide;Appletide;;Appletide;;;;;;;;;x
c_appletide_adj;Appletidean;;appletider;;;;;;;;;;;x
c_appleville;Appleville;Appleville;Appleville;;Appleville;;;;;;;;;x
c_appleville_adj;Applevillean;;appleviller;;;;;;;;;;;x
c_applewood;Applewood;Applewood;Applewood;;Applewood;;;;;;;;;x
c_applewood_adj;Applewoodian;;applewooder;;;;;;;;;;;x
c_aquileia;Aquileia;Aquileia;Aquileia;;Aquileia;;;;;;;;;x
c_aquileia_adj;Aquileian;;aquiler;;;;;;;;;;;x
c_arcus;Arcus;Arcus;Arcus;;Arcus;;;;;;;;;x
c_arcus_adj;Arcusian;;arcuser;;;;;;;;;;;x
c_ashcoltbad;Ashcoltbad;Ashcoltbad;Ashcoltbad;;Ashcoltbad;;;;;;;;;x
c_ashcoltbad_adj;Ashcoltbadian;;ashcoltbader;;;;;;;;;;;x
c_asmane;Asmane;Asmane;Asmane;;Asmane;;;;;;;;;x
c_asmane_adj;Asmanean;;asmaner;;;;;;;;;;;x
c_assinibone;Assinibone;Assinibone;Assinibone;;Assinibone;;;;;;;;;x
c_assinibone_adj;Assinibonean;;assiniboner;;;;;;;;;;;x
c_astallion;Astallion;Astallion;Astallion;;Astallion;;;;;;;;;x
c_astallion_adj;Astallionian;;astallioner;;;;;;;;;;;x
c_atal;Atal;Atal;Atal;;Atal;;;;;;;;;x
c_atal_adj;Atalian;;ataler;;;;;;;;;;;x
c_atfur;Atfur;Atfur;Atfur;;Atfur;;;;;;;;;x
c_atfur_adj;Atfurian;;atfurer;;;;;;;;;;;x
c_autumnsborough;Autumnsborough;Autumnsborough;Autumnsborough;;Autumnsborough;;;;;;;;;x
c_autumnsborough_adj;Autumnsboroughian;;autumnsborougher;;;;;;;;;;;x
c_az_starqa;Az Starqa;Az Starqa;Az Starqa;;Az Starqa;;;;;;;;;x
c_az_starqa_adj;Az Starqan;;Az Starqer;;;;;;;;;;;x
c_baalbuck;Baalbuck;Baalbuck;Baalbuck;;Baalbuck;;;;;;;;;x
c_baalbuck_adj;Baalbuckian;;baalbucker;;;;;;;;;;;x
c_baltimare;Baltimare;Baltimare;Baltimare;;Baltimare;;;;;;;;;x
c_baltimare_adj;Baltimarean;;baltimarer;;;;;;;;;;;x
c_barnago;Barnago;Barnago;Barnago;;Barnago;;;;;;;;;x
c_barnago_adj;Barnagian;;barnager;;;;;;;;;;;x
c_barnah;Barnah;Barnah;Barnah;;Barnah;;;;;;;;;x
c_barnah_adj;Barnahian;;barnaher;;;;;;;;;;;x
c_barney;Barney;Barney;Barney;;Barney;;;;;;;;;x
c_barney_adj;Barneian;;barneer;;;;;;;;;;;x
c_barngundy;Barngundy;Barngundy;Barngundy;;Barngundy;;;;;;;;;x
c_barngundy_adj;Barngundian;;barngunder;;;;;;;;;;;x
c_barno;Barno;Barno;Barno;;Barno;;;;;;;;;x
c_barno_adj;Barnian;;barner;;;;;;;;;;;x
c_basmarea;Basmarea;Basmarea;Basmarea;;Basmarea;;;;;;;;;x
c_basmarea_adj;Basmarean;;basmarer;;;;;;;;;;;x
c_baybaba;Baybaba;Baybaba;Baybaba;;Baybaba;;;;;;;;;x
c_baybaba_adj;Baybaban;;baybaber;;;;;;;;;;;x
c_beakia;Beakia;Beakia;Beakia;;Beakia;;;;;;;;;x
c_beakia_adj;Beakian;;beaker;;;;;;;;;;;x
c_beakland;Beakland;Beakland;Beakland;;Beakland;;;;;;;;;x
c_beakland_adj;Beaklandian;;beaklander;;;;;;;;;;;x
c_beakslagen;Beakslagen;Beakslagen;Beakslagen;;Beakslagen;;;;;;;;;x
c_beakslagen_adj;Beakslagenian;;beakslagener;;;;;;;;;;;x
c_beni_stock;Beni Stock;Beni Stock;Beni Stock;;Beni Stock;;;;;;;;;x
c_beni_stock_adj;Beni Stockian;;Beni Stocker;;;;;;;;;;;x
c_bergundy;Bergundy;Bergundy;Bergundy;;Bergundy;;;;;;;;;x
c_bergundy_adj;Bergundian;;bergunder;;;;;;;;;;;x
c_berrdon;Berrdon;Berrdon;Berrdon;;Berrdon;;;;;;;;;x
c_berrdon_adj;Berrdonian;;berrdoner;;;;;;;;;;;x
c_berry_creek;Berry Creek;Berry Creek;Berry Creek;;Berry Creek;;;;;;;;;x
c_berry_creek_adj;Berry Creekian;;Berry Creeker;;;;;;;;;;;x
c_bineigh;Bineigh;Bineigh;Bineigh;;Bineigh;;;;;;;;;x
c_bineigh_adj;Bineighian;;bineigher;;;;;;;;;;;x
c_bison_pauite;Bison Pauite;Bison Pauite;Bison Pauite;;Bison Pauite;;;;;;;;;x
c_bison_pauite_adj;Bison Pauitean;;Bison Pauiter;;;;;;;;;;;x
c_bisongrain;Bisongrain;Bisongrain;Bisongrain;;Bisongrain;;;;;;;;;x
c_bisongrain_adj;Bisongrainian;;bisongrainer;;;;;;;;;;;x
c_blackhoof;Blackhoof;Blackhoof;Blackhoof;;Blackhoof;;;;;;;;;x
c_blackhoof_adj;Blackhoofian;;blackhoofer;;;;;;;;;;;x
c_bloodhoof;Bloodhoof;Bloodhoof;Bloodhoof;;Bloodhoof;;;;;;;;;x
c_bloodhoof_adj;Bloodhoofian;;bloodhoofer;;;;;;;;;;;x
c_bloodslopes;Bloodslopes;Bloodslopes;Bloodslopes;;Bloodslopes;;;;;;;;;x
c_bloodslopes_adj;Bloodslopesian;;bloodslopeser;;;;;;;;;;;x
c_boneplane;Boneplane;Boneplane;Boneplane;;Boneplane;;;;;;;;;x
c_boneplane_adj;Boneplanean;;boneplaner;;;;;;;;;;;x
c_brantbeak;Brantbeak;Brantbeak;Brantbeak;;Brantbeak;;;;;;;;;x
c_brantbeak_adj;Brantbeakian;;brantbeaker;;;;;;;;;;;x
c_bredaland;Bredaland;Bredaland;Bredaland;;Bredaland;;;;;;;;;x
c_bredaland_adj;Bredalandian;;bredalander;;;;;;;;;;;x
c_bridle_dar;Bridle Dar;Bridle Dar;Bridle Dar;;Bridle Dar;;;;;;;;;x
c_bridle_dar_adj;Bridle Darian;;Bridle Darer;;;;;;;;;;;x
c_brokensand;Brokensand;Brokensand;Brokensand;;Brokensand;;;;;;;;;x
c_brokensand_adj;Brokensandian;;brokensander;;;;;;;;;;;x
c_broncall;Broncall;Broncall;Broncall;;Broncall;;;;;;;;;x
c_broncall_adj;Broncallian;;broncaller;;;;;;;;;;;x
c_buck;Buck;Buck;Buck;;Buck;;;;;;;;;x
c_buck_adj;Buckian;;bucker;;;;;;;;;;;x
c_buckdad;Buckdad;Buckdad;Buckdad;;Buckdad;;;;;;;;;x
c_buckdad_adj;Buckdadian;;buckdader;;;;;;;;;;;x
c_buckeres;Buckeres;Buckeres;Buckeres;;Buckeres;;;;;;;;;x
c_buckeres_adj;Buckeresian;;buckereser;;;;;;;;;;;x
c_buckfast;Buckfast;Buckfast;Buckfast;;Buckfast;;;;;;;;;x
c_buckfast_adj;Buckfastian;;buckfaster;;;;;;;;;;;x
c_buckh;Buckh;Buckh;Buckh;;Buckh;;;;;;;;;x
c_buckh_adj;Buckhian;;buckher;;;;;;;;;;;x
c_buckhara;Buckhara;Buckhara;Buckhara;;Buckhara;;;;;;;;;x
c_buckhara_adj;Buckharan;;buckharer;;;;;;;;;;;x
c_bucklyn;Bucklyn;Bucklyn;Bucklyn;;Bucklyn;;;;;;;;;x
c_bucklyn_adj;Bucklynian;;bucklyner;;;;;;;;;;;x
c_buckonagen;Buckonagen;Buckonagen;Buckonagen;;Buckonagen;;;;;;;;;x
c_buckonagen_adj;Buckonagenian;;buckonagener;;;;;;;;;;;x
c_buckrya;Buckrya;Buckrya;Buckrya;;Buckrya;;;;;;;;;x
c_buckrya_adj;Buckryan;;buckrer;;;;;;;;;;;x
c_buckstra;Buckstra;Buckstra;Buckstra;;Buckstra;;;;;;;;;x
c_buckstra_adj;Buckstran;;buckstrer;;;;;;;;;;;x
c_buckuta;Buckuta;Buckuta;Buckuta;;Buckuta;;;;;;;;;x
c_buckuta_adj;Buckutan;;buckuter;;;;;;;;;;;x
c_buffalan;Buffalan;Buffalan;Buffalan;;Buffalan;;;;;;;;;x
c_buffalan_adj;Buffalanian;;buffalaner;;;;;;;;;;;x
c_burdleon;Burdleon;Burdleon;Burdleon;;Burdleon;;;;;;;;;x
c_burdleon_adj;Burdleonian;;burdleoner;;;;;;;;;;;x
c_cabo;Cabo;Cabo;Cabo;;Cabo;;;;;;;;;x
c_cabo_adj;Cabian;;caber;;;;;;;;;;;x
c_canterbury;Canterbury;Canterbury;Canterbury;;Canterbury;;;;;;;;;x
c_canterbury_adj;Canterburian;;canterburer;;;;;;;;;;;x
c_canterlein;Canterlein;Canterlein;Canterlein;;Canterlein;;;;;;;;;x
c_canterlein_adj;Canterleinian;;canterleiner;;;;;;;;;;;x
c_canterlot;Canterlot;Canterlot;Canterlot;;Canterlot;;;;;;;;;x
c_canterlot_adj;Canterlotian;;canterloter;;;;;;;;;;;x
c_canterlusia;Canterlusia;Canterlusia;Canterlusia;;Canterlusia;;;;;;;;;x
c_canterlusia_adj;Canterlusian;;canterluser;;;;;;;;;;;x
c_caribou;Caribou;Caribou;Caribou;;Caribou;;;;;;;;;x
c_caribou_adj;Caribian;;cariber;;;;;;;;;;;x
c_cervidam;Cervidam;Cervidam;Cervidam;;Cervidam;;;;;;;;;x
c_cervidam_adj;Cervidamian;;cervidamer;;;;;;;;;;;x
c_ch1;CH1;CH1;CH1;;CH1;;;;;;;;;x
c_ch1_adj;CH1ian;;ch1er;;;;;;;;;;;x
c_ch10;CH10;CH10;CH10;;CH10;;;;;;;;;x
c_ch10_adj;CH10ian;;ch10er;;;;;;;;;;;x
c_ch11;CH11;CH11;CH11;;CH11;;;;;;;;;x
c_ch11_adj;CH11ian;;ch11er;;;;;;;;;;;x
c_ch12;CH12;CH12;CH12;;CH12;;;;;;;;;x
c_ch12_adj;CH12ian;;ch12er;;;;;;;;;;;x
c_ch13;CH13;CH13;CH13;;CH13;;;;;;;;;x
c_ch13_adj;CH13ian;;ch13er;;;;;;;;;;;x
c_ch14;CH14;CH14;CH14;;CH14;;;;;;;;;x
c_ch14_adj;CH14ian;;ch14er;;;;;;;;;;;x
c_ch15;CH15;CH15;CH15;;CH15;;;;;;;;;x
c_ch15_adj;CH15ian;;ch15er;;;;;;;;;;;x
c_ch16;CH16;CH16;CH16;;CH16;;;;;;;;;x
c_ch16_adj;CH16ian;;ch16er;;;;;;;;;;;x
c_ch17;CH17;CH17;CH17;;CH17;;;;;;;;;x
c_ch17_adj;CH17ian;;ch17er;;;;;;;;;;;x
c_ch18;CH18;CH18;CH18;;CH18;;;;;;;;;x
c_ch18_adj;CH18ian;;ch18er;;;;;;;;;;;x
c_ch19;CH19;CH19;CH19;;CH19;;;;;;;;;x
c_ch19_adj;CH19ian;;ch19er;;;;;;;;;;;x
c_ch2;CH2;CH2;CH2;;CH2;;;;;;;;;x
c_ch2_adj;CH2ian;;ch2er;;;;;;;;;;;x
c_ch21;CH21;CH21;CH21;;CH21;;;;;;;;;x
c_ch21_adj;CH21ian;;ch21er;;;;;;;;;;;x
c_ch22;CH22;CH22;CH22;;CH22;;;;;;;;;x
c_ch22_adj;CH22ian;;ch22er;;;;;;;;;;;x
c_ch23;CH23;CH23;CH23;;CH23;;;;;;;;;x
c_ch23_adj;CH23ian;;ch23er;;;;;;;;;;;x
c_ch24;CH24;CH24;CH24;;CH24;;;;;;;;;x
c_ch24_adj;CH24ian;;ch24er;;;;;;;;;;;x
c_ch25;CH25;CH25;CH25;;CH25;;;;;;;;;x
c_ch25_adj;CH25ian;;ch25er;;;;;;;;;;;x
c_ch26;CH26;CH26;CH26;;CH26;;;;;;;;;x
c_ch26_adj;CH26ian;;ch26er;;;;;;;;;;;x
c_ch27;CH27;CH27;CH27;;CH27;;;;;;;;;x
c_ch27_adj;CH27ian;;ch27er;;;;;;;;;;;x
c_ch28;CH28;CH28;CH28;;CH28;;;;;;;;;x
c_ch28_adj;CH28ian;;ch28er;;;;;;;;;;;x
c_ch29;CH29;CH29;CH29;;CH29;;;;;;;;;x
c_ch29_adj;CH29ian;;ch29er;;;;;;;;;;;x
c_ch3;CH3;CH3;CH3;;CH3;;;;;;;;;x
c_ch3_adj;CH3ian;;ch3er;;;;;;;;;;;x
c_ch30;CH30;CH30;CH30;;CH30;;;;;;;;;x
c_ch30_adj;CH30ian;;ch30er;;;;;;;;;;;x
c_ch31;CH31;CH31;CH31;;CH31;;;;;;;;;x
c_ch31_adj;CH31ian;;ch31er;;;;;;;;;;;x
c_ch4;CH4;CH4;CH4;;CH4;;;;;;;;;x
c_ch4_adj;CH4ian;;ch4er;;;;;;;;;;;x
c_ch5;CH5;CH5;CH5;;CH5;;;;;;;;;x
c_ch5_adj;CH5ian;;ch5er;;;;;;;;;;;x
c_ch6;CH6;CH6;CH6;;CH6;;;;;;;;;x
c_ch6_adj;CH6ian;;ch6er;;;;;;;;;;;x
c_ch7;CH7;CH7;CH7;;CH7;;;;;;;;;x
c_ch7_adj;CH7ian;;ch7er;;;;;;;;;;;x
c_ch8;CH8;CH8;CH8;;CH8;;;;;;;;;x
c_ch8_adj;CH8ian;;ch8er;;;;;;;;;;;x
c_ch9;CH9;CH9;CH9;;CH9;;;;;;;;;x
c_ch9_adj;CH9ian;;ch9er;;;;;;;;;;;x
c_chicacharge;Chicacharge;Chicacharge;Chicacharge;;Chicacharge;;;;;;;;;x
c_chicacharge_adj;Chicachargean;;chicacharger;;;;;;;;;;;x
c_chillibuck;Chillibuck;Chillibuck;Chillibuck;;Chillibuck;;;;;;;;;x
c_chillibuck_adj;Chillibuckian;;chillibucker;;;;;;;;;;;x
c_chinacabinet;Chinacabinet;Chinacabinet;Chinacabinet;;Chinacabinet;;;;;;;;;x
c_chinacabinet_adj;Chinacabinetian;;chinacabineter;;;;;;;;;;;x
c_cirrus;Cirrus;Cirrus;Cirrus;;Cirrus;;;;;;;;;x
c_cirrus_adj;Cirrusian;;cirruser;;;;;;;;;;;x
c_clatclop;Clatclop;Clatclop;Clatclop;;Clatclop;;;;;;;;;x
c_clatclop_adj;Clatclopian;;clatcloper;;;;;;;;;;;x
c_clippa;Clippa;Clippa;Clippa;;Clippa;;;;;;;;;x
c_clippa_adj;Clippan;;clipper;;;;;;;;;;;x
c_clippity;Clippity;Clippity;Clippity;;Clippity;;;;;;;;;x
c_clippity_adj;Clippitian;;clippiter;;;;;;;;;;;x
c_clopam;Clopam;Clopam;Clopam;;Clopam;;;;;;;;;x
c_clopam_adj;Clopamian;;clopamer;;;;;;;;;;;x
c_clopamas;Clopamas;Clopamas;Clopamas;;Clopamas;;;;;;;;;x
c_clopamas_adj;Clopamasian;;clopamaser;;;;;;;;;;;x
c_cloponeia;Cloponeia;Cloponeia;Cloponeia;;Cloponeia;;;;;;;;;x
c_cloponeia_adj;Cloponeian;;cloponer;;;;;;;;;;;x
c_cloudkonion;Cloudkonion;Cloudkonion;Cloudkonion;;Cloudkonion;;;;;;;;;x
c_cloudkonion_adj;Cloudkonionian;;cloudkonioner;;;;;;;;;;;x
c_cloudon;Cloudon;Cloudon;Cloudon;;Cloudon;;;;;;;;;x
c_cloudon_adj;Cloudonian;;cloudoner;;;;;;;;;;;x
c_cloudsdale;Cloudsdale;Cloudsdale;Cloudsdale;;Cloudsdale;;;;;;;;;x
c_cloudsdale_adj;Cloudsdalean;;cloudsdaler;;;;;;;;;;;x
c_coltchester;Coltchester;Coltchester;Coltchester;;Coltchester;;;;;;;;;x
c_coltchester_adj;Coltchesterian;;coltchesterer;;;;;;;;;;;x
c_coltdiz;Coltdiz;Coltdiz;Coltdiz;;Coltdiz;;;;;;;;;x
c_coltdiz_adj;Coltdizian;;coltdizer;;;;;;;;;;;x
c_coltellon;Coltellon;Coltellon;Coltellon;;Coltellon;;;;;;;;;x
c_coltellon_adj;Coltellonian;;coltelloner;;;;;;;;;;;x
c_coltena;Coltena;Coltena;Coltena;;Coltena;;;;;;;;;x
c_coltena_adj;Coltenan;;coltener;;;;;;;;;;;x
c_coltford;Coltford;Coltford;Coltford;;Coltford;;;;;;;;;x
c_coltford_adj;Coltfordian;;coltforder;;;;;;;;;;;x
c_coltiala;Coltiala;Coltiala;Coltiala;;Coltiala;;;;;;;;;x
c_coltiala_adj;Coltialan;;coltialer;;;;;;;;;;;x
c_coltiat;Coltiat;Coltiat;Coltiat;;Coltiat;;;;;;;;;x
c_coltiat_adj;Coltiatian;;coltiater;;;;;;;;;;;x
c_colticia;Colticia;Colticia;Colticia;;Colticia;;;;;;;;;x
c_colticia_adj;Coltician;;colticer;;;;;;;;;;;x
c_coltiro;Coltiro;Coltiro;Coltiro;;Coltiro;;;;;;;;;x
c_coltiro_adj;Coltirian;;coltirer;;;;;;;;;;;x
c_coltistan;Coltistan;Coltistan;Coltistan;;Coltistan;;;;;;;;;x
c_coltistan_adj;Coltistanian;;coltistaner;;;;;;;;;;;x
c_coltiva;Coltiva;Coltiva;Coltiva;;Coltiva;;;;;;;;;x
c_coltiva_adj;Coltivan;;coltiver;;;;;;;;;;;x
c_coltnomah;Coltnomah;Coltnomah;Coltnomah;;Coltnomah;;;;;;;;;x
c_coltnomah_adj;Coltnomahian;;coltnomaher;;;;;;;;;;;x
c_coltoba;Coltoba;Coltoba;Coltoba;;Coltoba;;;;;;;;;x
c_coltoba_adj;Coltoban;;coltober;;;;;;;;;;;x
c_colton;Colton;Colton;Colton;;Colton;;;;;;;;;x
c_colton_adj;Coltonian;;coltoner;;;;;;;;;;;x
c_coltoulouse;Coltoulouse;Coltoulouse;Coltoulouse;;Coltoulouse;;;;;;;;;x
c_coltoulouse_adj;Coltoulousean;;coltoulouser;;;;;;;;;;;x
c_coltrava;Coltrava;Coltrava;Coltrava;;Coltrava;;;;;;;;;x
c_coltrava_adj;Coltravan;;coltraver;;;;;;;;;;;x
c_coltuz;Coltuz;Coltuz;Coltuz;;Coltuz;;;;;;;;;x
c_coltuz_adj;Coltuzian;;coltuzer;;;;;;;;;;;x
c_coniferdon;Coniferdon;Coniferdon;Coniferdon;;Coniferdon;;;;;;;;;x
c_coniferdon_adj;Coniferdonian;;coniferdoner;;;;;;;;;;;x
c_cornwall;Cornwall;Cornwall;Cornwall;;Cornwall;;;;;;;;;x
c_cornwall_adj;Cornwallian;;cornwaller;;;;;;;;;;;x
c_corvemona;Corvemona;Corvemona;Corvemona;;Corvemona;;;;;;;;;x
c_corvemona_adj;Corvemonan;;corvemoner;;;;;;;;;;;x
c_crackedsand;Crackedsand;Crackedsand;Crackedsand;;Crackedsand;;;;;;;;;x
c_crackedsand_adj;Crackedsandian;;crackedsander;;;;;;;;;;;x
c_crimson_waste;Crimson Waste;Crimson Waste;Crimson Waste;;Crimson Waste;;;;;;;;;x
c_crimson_waste_adj;Crimson Wastean;;Crimson Waster;;;;;;;;;;;x
c_crystal_city;Crystal City;Crystal City;Crystal City;;Crystal City;;;;;;;;;x
c_crystal_city_adj;Crystal Citian;;Crystal Citer;;;;;;;;;;;x
c_crystal_gap;Crystal Gap;Crystal Gap;Crystal Gap;;Crystal Gap;;;;;;;;;x
c_crystal_gap_adj;Crystal Gapian;;Crystal Gaper;;;;;;;;;;;x
c_crystal_hills;Crystal Hills;Crystal Hills;Crystal Hills;;Crystal Hills;;;;;;;;;x
c_crystal_hills_adj;Crystal Hillsian;;Crystal Hillser;;;;;;;;;;;x
c_crystal_pass;Crystal Pass;Crystal Pass;Crystal Pass;;Crystal Pass;;;;;;;;;x
c_crystal_pass_adj;Crystal Passian;;Crystal Passer;;;;;;;;;;;x
